id,name,image,region,items,npcs,creatures,bosses,description,dlc
194,Perfumer's Grotto,http://eldenring.wiki.fextralife.com/file/Elden-Ring/perfumers-grotto-location-elden-ring-wiki-guide-300px-min.jpeg,Altus Plateau,"['Budding Cave Moss', 'Crystal Cave Moss', 'Living Jar Shard', 'Silver Firefly', 'Perfume Bottle', 'Arteria Leaf', 'Miranda Powder', 'Golden Rune [5]', 'Warming Stone', 'Great Omenkiller Cleaver', 'Perfumer Hood', 'Perfumer Robe', 'Perfumer Gloves', 'Perfumer Sarong']",,"['Perfumer', 'Giant Poison Flower', 'Malformed Star', 'Poison Flowers']","['Omenkiller', 'Miranda the Blighted Bloom']","The perfumers of the Altus Plateau tend for their gardens, even when they are blighted beyond recovery",0
195,Perfumer's Ruins,http://eldenring.wiki.fextralife.com/file/Elden-Ring/perfumers-ruins-location-elden-ring-wiki-guide-300px.jpeg,Altus Plateau,"['Nascent Butterfly', 'Altus Bloom', 'Budding Cave Moss', ""Perfumer's Talisman"", 'Omenkiller Set', 'Perfume Bottle', ""Perfumer's Cookbook [1]""]",,"['Perfumer', 'Omenkiller', 'Miranda Sprout', 'Giant Miranda Sprout']",,"A set of ruins found in Altus Plateau, far to the west and below Mt. Gelmir.",0
196,Sage's Cave,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sages-cave-location-elden-ring-wiki-guide-300px-min.jpeg,Altus Plateau,"['Budding Cave Moss', 'Crystal Cave Moss', 'Rejuvinating Boluses', 'Nascent Butterfly', 'Dragonwound Grease', 'Silver-Pickled Fowl Foot', 'Black Hood', 'Candletree Wooden Shield', 'Golden Great Arrow', 'Raptor Talons', ""Raptor's Black Feathers"", 'Skeletal Mask', 'Family Heads', 'Concealing Veil', 'Stonesword Key']",,['Skeletal Bandit'],"['Black Knife Assassin', 'Necromancer Garris']","Sage's Cave is a dark opening in the side of a mountain. Its dark depths are overrun by hostile undead, but those who brave it may find treasures beyond compare.",0
197,Sainted Hero's Grave,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sainted_hero's_grave_locations_elden_ring_wiki_guide_300px.jpg,Altus Plateau,"['Root Resin', 'Grave Violet', 'Ghost Glovewort [4]', 'Sacrificial Twig', 'Ghost Glovewort [4]', 'Ghost Glovewort [5]', 'Grave Glovewort [3]', 'Grave Glovewort [4]', 'Grave Glovewort [5]', 'Black Knife', 'Dragoncrest Shield Talisman +1', 'Crimson Seed Talisman', 'Leyndell Soldier Ashes', 'Ancient Dragon Knight Kristoff Ashes']",,"['Imp', 'Putrid Corpse', 'Wraith Caller', 'Revenant', 'Grave Warden Duelist']",['Ancient Hero of Zamor'],"An ominous grave, found at central Altus Plateau",0
198,Second Church of Marika,http://eldenring.wiki.fextralife.com/file/Elden-Ring/second_church_of-marika-location-elden-ring-wiki-guide-300px-min-min.jpeg,Altus Plateau,"['Bloodrose', 'Human Bone Shard', 'Golden Rowa', 'Altus Bloom', 'Sacred Tear', ""Eleonora's Poleblade"", 'Purifying Crystal Tear']",['Bloody Finger Hunter Yura'],"['Rotten Stray', 'Eleonora, Violet Bloody Finger']",['Sanguine Noble'],Second of the four Churches of Marika where players can gather a Sacred Tear for their flask,0
199,Stormcaller Church,http://eldenring.wiki.fextralife.com/file/Elden-Ring/stormcaller_church_locations_elden_ring_wiki_guide_300px.jpg,Altus Plateau,"['Altus Bloom', 'Sacred Tear', 'Dragonbolt Blessing', 'Lightning Greatbolt']",,['Soldier'],,A lonely church on a steppe.,0
200,The Shaded Castle,http://eldenring.wiki.fextralife.com/file/Elden-Ring/the-shaded-castle-location-elden-ring-wiki-guide.jpg,Altus Plateau,"['Golden Rune (3)', 'Golden Rune (6)', 'Glass Shard', 'Poisonbone Dart', 'Grave Violet', 'Budding Cave Moss', 'Mushroom', 'Drawstring Fire Grease', 'Toxic Mushroom', 'Miranda Powder', 'Rot Grease', 'Golden Sunflower', 'Gold Firefly', 'Hefty Beast Bone', 'Aeonian Butterfly (2)', 'Smithing Stone (4)', 'Smithing Stone (5)', 'Ghost Glovewort (4)', 'Depraved Perfumer Set\xa0 ', ""Cleanrot Knight's Sword"", 'Briar Greatshield', ""Marais Executioner's Sword"", '""Champion\'s Song"" Painting', 'Stonesword Key', ""Valkyrie's Prosthesis"", 'Perfume Bottle', ""Perfumer's Cookbook (2)""]","['Patches', 'Shaded Castle Spirit']","['Basilisk', 'Depraved Perfumer', 'Giant Miranda Sprout', 'Lesser Cleanrot Knight', 'Miranda Sprout', 'Page', 'Putrid Corpse', 'Revenant', 'Rotten Stray', 'Slug', 'Wandering Nobles', 'Wraith Caller']",['Elemer of the Briar'],"An abandoned and Decrepit castle found in the northern region between the Mt. Gelmir and the Altus Plateau regions. The castle is half sunken into a poisonous bog, with the air tinged yellow by the fumes.",0
201,Unsightly Catacombs,http://eldenring.wiki.fextralife.com/file/Elden-Ring/unsightly-catacombs-location-elden-ring-wiki-guide-300px.jpeg,Altus Plateau,"['Grave Violet', 'Ghost Glovewort [5]', 'Grave Glovewort [4]', 'Grave Glovewort [5]', 'Prattling Pate ""Apologies""', 'Rune Arc', 'Winged Misbegotten Ashes', 'Perfumer Tricia Ashes']",,"['Misbegotten', 'Omen']",['Perfumer Tricia'],"A burial grounds crawling with Misbegotten creatures found deep beneath the Perfumer's Ruins. Despite its decrepit state, the catacombs give off a trace of fragrant aromas juxtaposed by the scent of the ancient dead.",0
202,Village Windmill Pasture,http://eldenring.wiki.fextralife.com/file/Elden-Ring/view-village-windmill-pasture-01-elden-ring-wiki-600px.jpg,Altus Plateau,"['Altus Bloom', 'Arteria Leaf', 'Raw Meat Dumpling']",,"['Misbegotten', 'Rotten Stray', 'Wandering Nobles']",,"A windmill with two stables, found near the Dominula, Windmill Village. The windmill here is still functional but the area has been taken over by Misbegotten creatures.",0
203,West Windmill Pasture,http://eldenring.wiki.fextralife.com/file/Elden-Ring/west-windmill-pasture-location_elden_ring_wiki_guide_300px-min-min.jpeg,Altus Plateau,"['Battlemage Set', 'Haima Glintstone Crown', 'Battlemage Robe', 'Battlemage Manchettes', 'Battlemage Legwraps', 'Giant Rat Ashes']",,"['Battlemage', 'Giant Rat', 'Rat']",,"Wide Pastures identified from its run down windmill, akin to the areas nearby.",0
204,Woodfolk Ruins,http://eldenring.wiki.fextralife.com/file/Elden-Ring/woodfolk-ruins-location-elden-ring-wiki-guide-300px-min.jpeg,Altus Plateau,"['Invigorating White Cured Meat', 'Soft Cotton', 'Erdleaf Flower', 'Gold-Tinged Excrement', 'Icon Shield', 'Poisonbone Dart', 'Wrath of Gold', 'Ash of War: Golden Slam', 'Larval Tear', ""Nomadic Warrior's Cookbook [19]""]",,['Lesser Wormface'],,"Woodfolk Ruins, guarded by Limgrave's creatures, can be found near the Minor Erdtree within Altus Plateau.",0
205,Writheblood Ruins,http://eldenring.wiki.fextralife.com/file/Elden-Ring/writheblood_ruins_(3).png,Altus Plateau,"['Sacramental Bud', 'Rowa Fruit', 'Bloody Helice']",,"['Giant Skeletal Slime', 'Magnus the Beast Claw', 'Rotten Stray', 'Skeletal Slime']",['Sanguine Noble'],A set of ruins overlooking a forest where the Altus Plateau's Minor Erdtree can be found.,0
206,Wyndham Catacombs,http://eldenring.wiki.fextralife.com/file/Elden-Ring/wyndham_catacombs_locations_elden_ring_wiki_guide.jpg,Altus Plateau,"['Glass Shard', 'Grave Violet', 'Magic Grease', 'Ghost Glovewort (6)', 'Grave Glovewort (5)', 'Grave Glovewort (4)', 'Smithing Stone (5)', 'Lightning Scorpion Charm', ""Ancient Dragon Apostle's Cookbook (1)"", ""Glovewort Picker's Bell Bearing (1)""]",,"['Skeletal Slime', 'Putrid Corpse', 'Imp', 'Leyndell Knight', 'Giant Crab']",['Erdtree Burial Watchdog'],Burial grounds located beneath Wyndham Ruins.,0
207,Wyndham Ruins,http://eldenring.wiki.fextralife.com/file/Elden-Ring/wyndham_ruins_2_locations_elden_ring_wiki_guide.jpg,Altus Plateau,"['Human Bone Shard', 'Stormhawk Feather', 'Altus Bloom', 'Smithing Stone (5)', 'Pearldrake Talisman +1', ""Tibia's Summons"", 'Deathroot']",,"['Skeleton', 'Skeleton Mage']",['Tibia Mariner'],A large set of ruins atop a burial grounds. The reanimated dead still roam the area.,0
208,Corpse-Stench Shack,http://eldenring.wiki.fextralife.com/file/Elden-Ring/view-corpse-stench-shack-01-elden-ring-wiki-600px.jpg,Mt. Gelmir,"['Mushroom', 'Sacramental Bud', 'Volcanic Stone', 'Golden Vow (Spell)', 'Butchering Knife', 'Furlcalling Finger Remedy']",,"['Anastasia, Tarnished-Eater', 'Rotten Stray']",,A run-down shack amidst burning corpses past the site of a recent battle.,0
209,Craftsman's Shack,http://eldenring.wiki.fextralife.com/file/Elden-Ring/craftmans-shack-location-elden-ring-wiki-guide-300px-min.jpeg,Mt. Gelmir,['Pulley Crossbow'],,,,A series of long-abandoned huts found directly south of the volcano.,0
210,Fort Laiedd,http://eldenring.wiki.fextralife.com/file/Elden-Ring/fort_leidd_icon.png,Mt. Gelmir,"[""Armorer's Cookbook (7)"", 'Slumbering Egg', 'Volcanic Stone', 'Fire Scorpion Charm', ""Prelate's Inferno Crozier"", 'Stonesword Key']","['Laiedd Spirit', 'Iron Fist Alexander']","['Fire Monk', 'Thorn Sorcerer', 'Flame Chariot', 'Fire Prelate', 'Leyndell Soldier']",['Magma Wyrm'],"Fort Laiedd is found on the western edge of Mt. Gelmir, left in disrepair after a siege from the Fire Monks.",0
211,Gelmir Hero's Grave,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gelmir_heros_grave_locations_elden_ring_wiki_guide.jpg,Mt. Gelmir,"['Golden Rune (6)', 'Rowa Fruit', 'Herba', 'Root Resin', 'Smoldering Butterfly', 'Beast Blood', 'Grave Glovewort [6]', 'Grave Glovewort [7]', 'Ghost Glovewort [7]', 'Bloodhound Knight Set', 'Gelmir Knight Set', 'Ringed Finger', 'Mantis Blade', 'Stonesword key', 'Bloodhound Knight Floh', 'Deathroot']",,"['Chariot', 'Lesser Bloodhound Knight', 'Lesser Cemetery Shade', 'Skeletons', 'Wandering Nobles']",['Red Wolf of the Champion'],Large Catacombs housing an ancient hero of Mt. Gelmir.,0
212,Hermit Village,http://eldenring.wiki.fextralife.com/file/Elden-Ring/hermit-village-gelmir-location-elden-ring-wiki-guide-300px.jpeg,Mt. Gelmir,"['Golden Rune (1)', 'Sacramental Bud', 'String', 'Comet Azur', 'Errant Sorcerer Boots', 'Errant Sorcerer Manchettes', 'Errant Sorcerer Robe', 'Hierodas Glintstone Crown', 'Memory Stone', 'Prattling Pate ""You\'re Beautiful""']",['Primeval Sorcerer Azur'],"['Demi-Human', 'Lesser Demi-Human Chief', 'Abductor Virgin', 'Glintstone Sorcerer']",['Demi-Human Queen Maggie'],A dilapidated village southeast of Mt. Gelmir. Now home to Demi-Humans.,0
213,Hermit's Shack,http://eldenring.wiki.fextralife.com/file/Elden-Ring/view-hermits-shack-01-elden-ring-wiki-600px.jpg,Mt. Gelmir,"['Smithing Stone (6)', 'Roiling Magma']",,"['Demi-Human', 'Lesser Runebear']",,An abandoned shack along the southwestern edge of Mt. Gelmir.,0
214,Minor Erdtree (Mt. Gelmir),http://eldenring.wiki.fextralife.com/file/Elden-Ring/minor-erdtree-mt-gelmir-location-elden-ring-wiki-guide-300px.jpeg,Mt. Gelmir,,,,['Ulcerated Tree Spirit'],A Minor Erdtree found northwest of the volcano in Mt. Gelmir,0
215,Seethewater Cave,http://eldenring.wiki.fextralife.com/file/Elden-Ring/seethewater-cave-location-elden-ring-wiki-guide-300px-min-min-min.jpeg,Mt. Gelmir,"['Arteria Leaf', 'Crystal Cave Moss', 'Cave Moss', 'Dragonwound Grease', 'Immunizing Cured Meat', 'Lump of Flesh', 'Miranda Powder', 'Golden Rune (7)', 'Golden Rune (6)', 'Poisonbloom', 'Poison Grease', 'Poisonbone Dart', 'Preserving Boluses', 'Mushroom Head', 'Mushroom Body', 'Mushroom Arms', 'Mushroom Legs', ""Kindred of Rot's Exultation"", 'Poisonbone Dart']","['Arteria Leaf', 'Crystal Cave Moss', 'Cave Moss', 'Dragonwound Grease', 'Immunizing Cured Meat', 'Lump of Flesh', 'Miranda Powder', 'Golden Rune (7)', 'Golden Rune (6)', 'Poisonbloom', 'Poison Grease', 'Poisonbone Dart', 'Preserving Boluses']","['Giant Miranda Sprout', 'Servant of Rot', 'Skeletal Slime', 'Rat', 'Giant Rat', 'Leyndell Soldier']",['Kindred of Rot'],A cave found along the Seethewater Ravine.,0
216,Volcano Cave,http://eldenring.wiki.fextralife.com/file/Elden-Ring/volcano-cave-location-elden-ring-wiki-guide-300px-min.jpeg,Mt. Gelmir,"['Arteria Leaf', 'Budding Cave Moss', 'Cave Moss', 'Crystal Cave Moss', 'Lump of Flesh', 'Sliver of Meat', 'Golden Rune (6)', 'Coil Shield', 'Jar Cannon']",,"['Demi-Human', 'Lesser Demi-Human Chief']",['Demi-Human Queen Margot'],"A cave system at the highest point of Mt. Gelmir, made into a home by a family of Demi-Humans hiding their maddened Queen.",0
217,Volcano Manor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/volcano-manor-location-elden-ring-wiki-guide-300px-min.jpeg,Legacy Dungeons,"['Crimson Amber Medallion', 'Dagger Talisman', ""Taker's Cameo"", 'Fireproof Dried Liver ', 'Golden Rune [9]', 'Furlcalling Finger Remedy', 'Erdtree Seal', 'Serpentbone Blade', 'Serpent-Hunter', 'Smoldering Shield', 'Eye Surcoat', 'Crimson Tear Scarab', 'Magma Shot', 'Perfume Bottle', 'Smithing Stone [4]', 'Smithing Stone [6]', 'Smithing Stone [7]', 'Somber Smithing Stone [5]', 'Somber Smithing Stone [6]', 'Somber Smithing Stone [7]', ""Inquisitor's Girandole"", ""Ghiza's Wheel"", 'Furlcalling Finger Remedy', 'Rune Arc', 'Scaled Set', ""Crepus's Vial"", ""Hoslow's Petal Whip"", ""Hoslow's Set"", 'Bloodhound Claws ', 'Great Omenkiller Cleaver', 'Dragon Heart', 'Godskin Stitcher', 'Noble Presence', 'Remembrance of the Blasphemous', ""Rykard's Great Rune"", 'Aspects of the Crucible: Breath ', ""Consort's Set"", 'Albinauric Bloodclot', ""Man-Serpent's Shield"", 'Serpent Arrow', ""Ash of War: Royal Knight's Resolve"", 'Depraved Perfumer Carmaan Ashes', 'Drawing-Room Key', ""Hoslow's Vow Gesture"", 'Letter from Volcano Manor', 'Man-Serpent Ashes', ""Missionary's Cookbook (6)"", ""Nomadic Warrior's Cookbook (21)"", 'Recusant Finger', 'Red Letter', 'Seedbed Curse', ""Serpent's Amnion"", 'Stonesword Key']","['Patches', 'Knight Bernahl', 'Rya', 'Tanith', 'Diallos']","['Abductor Virgin', 'Albinauric', 'Bloodhound Knight', 'Burning Slug', 'Inquisitor Ghiza', 'Mage-Serpent', 'Man-Serpent', 'Omenkiller', 'Serpent Snail', 'Teardrop Scarab', 'Wandering Nobles']","['Abductor Virgins', 'Godskin Noble', 'God-Devouring Serpent', 'Magma Wyrm', 'Rykard, Lord of Blasphemy']",A fiery Legacy Dungeon encountered in Mt. Gelmir,0
218,Auriza Hero's Grave,http://eldenring.wiki.fextralife.com/file/Elden-Ring/auriza_heros_grave_locations_elden_ring_wiki_guide.jpg,Capital Outskirts,"['Root Resin', 'Arrow', 'Ghost Glovewort [6]', 'Ghost Glovewort [5]', 'Grave Glovewort [6]', 'Crucible Axe Set', ""Ordovis's Greatsword"", 'Tree Sentinel Set', 'Crucible Feather Talisman', 'Golden Epitaph', 'Ash of War: Holy Ground', 'Vulgar Militia Ashes', 'Stonesword Key', 'Golden Rune [7]']",['NPCs'],"['Basilisk', 'Chariot', 'Omen', 'Skeletal Militiaman']","['Crucible Knight', 'Crucible Knight Ordovis']","A tomb found on the outskirts of the Royal Capital. Larger than most catacombs, this was built to honor a fallen champion and is heavily guarded to this day.",0
219,Auriza Side Tomb,http://eldenring.wiki.fextralife.com/file/Elden-Ring/auriza-side-tomb-location-elden-ring-wiki-guide.jpg,Capital Outskirts,"['Grave Violet', 'Grave Glovewort (5)', 'Grave Glovewort (6)', 'Ghost Glovewort (6)', 'Soldjars of Fortune Ashes', 'Cracked Pot', 'Ritual Pot', ""Perfumer's Cookbook (3)""]",,['Living Jars'],['Grave Warden Duelist'],"Catacombs that have been overtaken by Living Jars, who seek fresh bodies to stuff themselves with.",0
220,Divine Tower of East Altus,http://eldenring.wiki.fextralife.com/file/Elden-Ring/view-divine-tower-of-east-altus-01-elden-ring-wiki-600px.jpg,Capital Outskirts,"['Omenkiller Rollo', ""Morgott's Great Rune"", ""Mohg's Great Rune""]",,,['Fell Twins'],Seen last before accessing to the Forbidden Lands.,0
221,Divine Tower of West Altus,http://eldenring.wiki.fextralife.com/file/Elden-Ring/divine_tower_of_west_altus_elden_ring_wiki_guide_300px.jpg,Capital Outskirts,"[""Rykard's Great Rune""]",,,,The hidden entrance to the Divine Tower.,0
222,Hermit Merchant's Shack,http://eldenring.wiki.fextralife.com/file/Elden-Ring/eldenring_hermit_merchants_shack.jpg,Capital Outskirts,"['Rune Arc', 'Golden Sunflower', 'Festering Bloody Finger', ""Sentry's Torch"", 'Distinguished Greatshield', 'Prophet Blindfold', 'Prophet Robe', 'Upper-Class Robe', 'Prophet Trousers', ""Consort's Trousers"", 'Arrow', 'Golden Arrow', 'Great Arrow', 'Golden Great Arrow', 'Bolt', 'Golden Bolt', 'Ballista Bolt', 'Perfume Bottle', 'Note: Below the Capital']",['Hermit Merchant'],,['Bell Bearing Hunter'],"Nestled on a cliff within the confines of the Royal Capital, this shack is home to a humble merchant, who has chosen a life of seclusion.However, something ominous lurks...",0
223,Minor Erdtree (Capital Outskirts),http://eldenring.wiki.fextralife.com/file/Elden-Ring/view-minor-erdtree-capital-outskirts-01-elden-ring-wiki-600px.jpg,Capital Outskirts,"['Altus Bloom', 'Crystal Bud', 'Golden Rowa', 'Golden Sunflower', 'Mushroom', ""Trina's Lily"", 'Crimson Crystal Tear', 'Twiggy Cracked Tear']",,"['Commoner', 'Omen']",,"A Minor Erdtree found in Capital Outskirts. Overlooking the entrance to Leyndell, Royal Capital.",0
224,Minor Erdtree Church,http://eldenring.wiki.fextralife.com/file/Elden-Ring/minor_erdtree_church_elden_ring_wiki_guide_300px.jpg,Capital Outskirts,"['Golden Centipede', 'Golden Order Seal', ""Missionary's Cookbook (4)""]",,,,What's left of the Church of the Minor Erdtree.,0
225,Sealed Tunnel,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sealed_tunnel_elden_ring_wiki_guide_300px.jpg,Capital Outskirts,"['Golden Rune (5)', 'Golden Rune (9)', 'Cracked Crystal', 'Poisoned Stone', 'Gold-Pickled Fowl Foot', 'Ruin Fragment', 'Large Glintstone Scrap', 'Smithing Stone (5)', 'Smithing Stone (6)', 'Somber Smithing Stone (5)', ""Onyx Lord's Greatsword "", ""Smithing-Stone Miner's Bell Bearing (2)"", 'Stonesword Key']","['Golden Rune (5)', 'Golden Rune (9)', 'Cracked Crystal', 'Poisoned Stone', 'Gold-Pickled Fowl Foot', 'Ruin Fragment', 'Large Glintstone Scrap']","['Miner', 'Vulgar Militia', 'Abductor Virgin', 'Lookout Stones']",['Onyx Lord'],An abandoned tunnel hiding secrets behind false walls,0
226,Elden Throne,http://eldenring.wiki.fextralife.com/file/Elden-Ring/elden-throne-location-elden-ring-wiki-guide-300px-min.jpeg,Leyndell,"['Remembrance of the Omen King', 'Rold Medallion', 'Remembrance of Hoarah Loux']",['Melina'],,"['Morgott, the Omen King', 'Godfrey, First Elden Lord']",The seat of reigning Elden Lord,0
227,Leyndell Catacombs,http://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndell-catacombs-location-elden-ring-wiki-guide-300px-min-min-min.jpeg,Leyndell,"['Golden Rune (11)', 'Grave Violet', 'Sacramental Bud', 'Ghost Glovewort (6)', 'Grave Glovewort (8)', 'Grave Glovewort (9)', 'Crucible Scale Talisman', 'Haligdrake Talisman +1', ""Lord of Blood's Exultation""]",,"['Imp', 'Lesser Spirit-Caller Snail', 'Omen', 'Putrid Corpse']","['Esgar, Priest of Blood']",A massive underground mausoleum found beneath the Royal Capital,0
228,Leyndell Colosseum,http://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndellcolosseum.jpg,Leyndell,,,,,"The practice had died out by the age of King Consort Radagon, but remains of the arenas where ritual combat took place can still be found in every land.",0
229,"Leyndell, Ashen Capital",http://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndell_ashen_capital_elden_ring_wiki_guide_300px.jpg,Leyndell,"['Golden Sunflower', 'Tarnished Golden Sunflower', 'Somber Ancient Dragon Smithing Stone', 'All-Knowing Armor', 'All-Knowing Gauntlets', 'All-Knowing Greaves', 'All-Knowing Helm', 'Crimson Amber Medallion +2', ""Erdtree's Favor +2"", 'Erdtree Heal', 'Scepter of the All-Knowing', 'Cane Sword', 'Elden Remembrance', 'Remembrance of Hoarah Loux']","['Goldmask', 'Brother Corhyn', 'Dung Eater']","['Valiant Gargoyle', 'Lesser Ulcerated Tree Spirit', 'Golem']","['Sir Gideon Ofnir, the All-Knowing', 'Godfrey, First Elden Lord', 'Radagon of the Golden Order', 'Elden Beast']","Leyndell, Ashen Capital Map & FragmentsSites of Grace & Sub-LocationsAll NPCs & MerchantsAll Items, Equipment & MagicAll Enemies & Bosses",0
230,"Leyndell, Royal Capital",http://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndell_royal_capital_locations_elden_ring_wiki_guide_300px.jpg,Leyndell,"['Altus Bloom', 'Cave Moss', 'Clarifying Boluses', 'Grace Mimic', 'Exalted Flesh', 'Fan Daggers', 'Golden Rune (4)', 'Golden Rune (7)', 'Golden Rune (8)', 'Golden Rune (9)', 'Golden Rune (10)', 'Golden Rune (11)', 'Golden Rune (12)', 'Gravel Stone', ""Hero's Rune (1)"", ""Hero's Rune (5)"", 'Holy Grease', 'Lightningproof Dried Liver', ""Lord's Rune"", 'Nascent Butterfly', 'Old Fang', 'Poisonbone Dart', 'Smoldering Butterfly', 'String', 'Golden Centipede', 'Mushroom', 'Crystal Bud', 'Golden Rowa', 'Miranda Powder', 'Smithing Stone (4)', 'Smithing Stone (5)', 'Smithing Stone (6)', 'Somber Smithing Stone (5)', 'Black Bow', 'Black Bow', 'Bolt of Gransax', 'Cane Sword', 'Coded Sword', 'Dragon Greatclaw', 'Erdtree Bow', 'Golden Order Seal', 'Gravel Stone Seal', 'Hammer', 'Red Branch Shortbow', 'Star Fist', 'Battle Hammer', 'Duelist Greataxe', ""Gargoyle's Halberd"", ""Alberich's Set"", ""Alberich's Set"", ""Commoner's Headband (Altered)"", 'Deathbed Dress', 'Guilty Hood', 'Imp Head (Corpse)', 'Leather-Draped Tabard', 'Leyndell Knight Gauntlets', ""Lionel's Set"", 'Omensmirk Mask', 'Page Set', 'Raging Wolf Set', 'Upper-Class Robe', 'Duelist Set', 'Guardian Garb (Full Bloom)', 'Dragonclaw Shield', 'Dragonclaw Shield', 'Flamedrake Talisman +1', 'Flamedrake Talisman +1', 'Barrier of Gold', 'Barrier of Gold', 'Cracked Pot', 'Cracked Pot', 'Flightless Bird Painting', 'Perfume Bottle', 'Sanctified Whetblade', 'Stonesword Key', 'Talisman Pouch', 'Ash of War: Prayerful Strike', 'Ash of War: Prayerful Strike', 'Ash of War: Thunderbolt', ' Golden Order Principia', ' Golden Order Principia', ""Two Fingers' Prayerbook"", 'By My Sword', 'By My Sword']","['Boc the Seamster', 'Brother Corhyn', 'Goldmask', 'Dung Eater', 'Blackguard Big Boggart']","['Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link']","['Minor Erdtree Church', 'Sealed Tunnel', 'Divine Tower of West Altus', 'Subterranean Shunning-Grounds', 'Leyndell Catacombs', 'Leyndell Colosseum']","Leyndell, Royal Capital Map & FragmentsSites of Grace & Sub-LocationsAll NPCs & MerchantsAll Items, Equipment & MagicAll Enemies & Bosses",0
231,Abandoned Cave,http://eldenring.wiki.fextralife.com/file/Elden-Ring/abandoned-cave-location-elden-ring-wiki-guide.jpg,Dragonbarrow,"['Aeonian Butterfly', 'Toxic Mushroom', 'Fire Grease', 'Dragonwound Grease', 'Golden Scarab', 'Venomous Fang', 'Serpent Bow']",,"['Giant Rat', 'Servant of Rot', 'Miranda Sprout', 'Giant Miranda Sprout']",['Cleanrot Knight'],"A cliffside cavern found by traversing some roots. Filled with pools of rot, which the inhabitants fervently worship.",0
232,Bestial Sanctum,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bestial-sanctuary-location-elden-ring-wiki-guide.jpg,Dragonbarrow,"['Ancient Dragon Smithing Stone', 'Beastclaw Greathammer', 'Bestial Sling', 'Bestial Vitality', 'Clawmark Seal', ""Gargoyle's Blackblade"", ""Gargoyle's Black Halberd"", 'Stone of Gurranq', 'Dragoncrest Shield Talisman', 'Cinquedea', ""Ash of War: Beast's Roar"", 'Beast Eye']","['Gurranq, Beast Clergyman', 'Clawmark Seal', 'Bestial Sling', 'Bestial Vitality', ""Ash of War: Beast's Roar"", 'Beast Claw', 'Stone of Gurranq', 'Beastclaw Greathammer', ""Gurranq's Beast Claw"", 'Ancient Dragon Smithing Stone']",,"['Black Blade Kindred', 'Gurranq']","The Bestial Sanctum is a refuge for Gurranq, Beast Clergyman, who feeds on Deathroot. Offer him any in your possession, and he will grant you the strength of beasts.",0
233,Dragonbarrow Cave,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dragonbarrow-cave-location-elden-ring-wiki-guide.jpg,Dragonbarrow,"['Beast Blood', 'Budding Cave Moss', 'Crystal Bud', 'Crystal Cave Moss', 'Golden Rune (8)', 'Golden Rune (12)', 'Rowa Fruit', 'Warming Stone', ""Bull-Goat's Talisman"", 'Flamedrake Talisman +2']",,"['Deer', 'Lesser Runebear', 'Springhare', 'Wolf']",['Beastman of Farum Azula'],A small dungeon found beneath the Minor Erdtree in Dragonbarrow.,0
234,Divine Tower of Caelid,http://eldenring.wiki.fextralife.com/file/Elden-Ring/divinetowerofcaelid.png,Dragonbarrow,"['Golden Rune (12)', ""Numen's Rune"", 'Rune Arc', 'Godskin Apostle Bracelets', 'Godskin Apostle Hood', 'Godskin Apostle Robe', 'Godskin Apostle Trousers', ""Godslayer's Greatsword"", 'Stonesword Key']",,"['Blackflame Monk', 'Radahn Soldier']",['Godskin Apostle'],"A massive tower found in central Dragonbarrow, north of Caelid. The sides of the tower are crumbling from the massive overgrowth protruding from the plateau.",0
235,Deep Siofra Well,http://eldenring.wiki.fextralife.com/file/Elden-Ring/deep-siofra-well-location-elden-ring-wiki-guide-300px-min-min.jpeg,Dragonbarrow,,,,,A second lift to the Siofra River,0
236,Fort Faroth,http://eldenring.wiki.fextralife.com/file/Elden-Ring/fort-faroth-location-elden-ring-wiki-guide.jpg,Dragonbarrow,"['Golden Rune (12)', ""Radagon's Soreseal"", 'Starlight Shards', 'Dectus Medallion (Right)', 'Dragon Heart']",,"['Chanting Winged Dame', 'Giant Bat', 'Rat']",['Elder Dragon Greyoll'],"Fort Faroth used to house the guardians of Caelid, but its defenders have long fallen, now bound to earth as hostile spirits.",0
